t_sec,frame_delta,luma_mean,luma_spatial_std,sharpness,sharpness_dip_ratio,ssm_novelty,straddle_distance,pan_dx,pan_dy,audio_rms_dbfs,spectral_centroid_hz
1117.1,15.9212,95.3329,43.0533,9.4419,0.9994,0.2232,0.1439,0.0000,-1.0000,-16.9936,632.2525
1117.2,12.4594,94.5578,43.3397,9.3232,0.9937,0.2193,0.1353,0.0000,-1.0000,-18.7855,915.6233
1117.3,17.5628,93.6347,43.5840,9.2609,0.9966,0.2182,0.1316,0.0000,-1.0000,-16.0346,1932.2248
1117.4,13.5119,91.8206,44.1218,9.1777,0.9955,0.2220,0.1305,0.0000,-1.0000,-15.9351,1236.0647
1117.5,12.7976,90.7070,44.2749,9.0993,0.9957,0.2285,0.1338,0.0000,-1.0000,-20.4086,1602.2842
1117.6,16.8527,89.7021,44.1697,9.0547,0.9975,0.2387,0.1405,0.0000,-1.0000,-24.1552,1336.3612
1117.7,12.9297,88.6320,43.9762,8.8557,0.9889,0.2529,0.1509,0.0000,-1.0000,-19.7449,531.7087
1117.8,16.9597,88.1584,43.8377,8.7866,0.9961,0.2675,0.1651,0.0000,-1.0000,-13.6653,1005.3394
1117.9,12.8327,88.1181,43.5264,8.5182,0.9845,0.2841,0.1831,0.0000,-1.0000,-17.9679,1212.9620
1118.0,12.3827,88.0354,43.3139,8.4606,0.9966,0.2992,0.2040,0.0000,-1.0000,-17.2441,1183.4096
1118.1,16.0527,87.9596,43.1159,8.3508,0.9935,0.3131,0.2232,0.0000,-1.0000,-22.7020,993.3825
1118.2,12.4705,87.8620,42.8261,8.1235,0.9862,0.3268,0.2389,0.0000,-1.0000,-18.9408,2330.4309
1118.3,16.5678,87.5349,42.8046,7.9641,0.9901,0.3370,0.2463,0.0000,-1.0000,-15.0756,773.5449
1118.4,12.4032,87.2793,42.5293,7.6912,0.9826,0.3441,0.2517,0.0000,-1.0000,-18.0820,617.6451
1118.5,11.8132,86.5577,42.6138,7.4801,0.9861,0.3457,0.2518,0.0000,-1.0000,-21.2395,665.5627
1118.6,14.7668,85.9863,42.7006,7.2950,0.9875,0.3440,0.2483,0.0000,-1.0000,-19.6185,2006.4025
1118.7,11.6201,85.1946,42.9838,7.0611,0.9837,0.3377,0.2440,0.0000,-1.0000,-14.1314,1779.5550
1118.8,15.5945,84.3760,43.1063,6.9058,0.9889,0.3256,0.2364,0.0000,-1.0000,-17.0032,1630.7384
1118.9,12.1292,82.9272,43.0606,6.6877,0.9840,0.3108,0.2270,0.0000,-1.0000,-18.7521,1590.5090
1119.0,11.9684,81.9757,43.0666,6.5614,0.9905,0.2911,0.2116,0.0000,-1.0000,-19.9234,1124.7967
1119.1,15.5371,80.9156,42.8204,6.4194,0.9891,0.2712,0.1926,0.0000,-1.0000,-21.6266,2049.7246
1119.2,12.1216,79.5099,42.6275,6.2373,0.9856,0.2513,0.1710,0.0000,-1.0000,-16.3343,1274.4457
1119.3,16.6506,78.6539,42.5469,6.1022,0.9891,0.2314,0.1502,0.0000,-1.0000,-19.7886,714.1201
1119.4,12.1952,77.8047,42.6260,5.7909,0.9738,0.2148,0.1340,0.0000,-1.0000,-24.5308,1134.0154
1119.5,11.9056,77.6961,42.4189,5.5777,0.9812,0.1994,0.1203,0.0000,-1.0000,-19.6365,1189.0902
1119.6,14.9280,77.8007,42.2873,5.3340,0.9777,0.1875,0.1123,0.0000,-1.0000,-15.4108,2143.7763
1119.7,11.9259,78.2150,41.9806,5.1657,0.9840,0.1768,0.1091,0.0000,-1.0000,-15.6885,1614.7371
1119.8,15.7965,77.9897,41.5312,5.0588,0.9895,0.1681,0.1097,0.0000,-1.0000,-17.7952,1854.1795
1119.9,12.1153,77.2783,40.9530,4.9685,0.9910,0.1603,0.1126,0.0000,-1.0000,-19.1887,1249.3449
1120.0,11.9950,77.1654,40.7171,4.8221,0.9850,0.1524,0.1166,0.0000,-1.0000,-22.7518,1220.5646
1120.1,16.0694,76.9834,40.6780,4.7057,0.9878,0.1454,0.1192,0.0000,-1.0000,-14.9619,1250.3245
1120.2,10.6227,75.7250,39.6660,4.3498,0.9607,0.1390,0.1173,-1.0000,-2.0000,-18.6306,618.2480
1120.3,13.2982,75.4397,39.2889,4.0701,0.9668,0.1314,0.1088,0.0000,-1.0000,-24.7230,1637.9504
1120.4,10.4981,76.4701,38.7061,4.0369,0.9959,0.1243,0.1000,0.0000,-1.0000,-21.1109,1605.4711
1120.5,10.7121,77.0787,38.5654,3.9636,0.9908,0.1160,0.0892,0.0000,-1.0000,-16.9304,2171.4639
1120.6,14.9282,77.6876,38.4813,3.9444,0.9976,0.1086,0.0807,0.0000,-1.0000,-14.0585,436.7286
1120.7,10.4302,77.9834,38.1158,3.8278,0.9681,0.1018,0.0748,-1.0000,-2.0000,-21.0588,778.3684
1120.8,12.7015,77.5963,37.6304,3.6718,0.9286,0.0948,0.0730,0.0000,0.0000,-18.1246,419.9872
1120.9,9.6178,76.2867,36.9366,3.5661,0.9019,0.0889,0.0743,0.0000,-1.0000,-22.4045,870.9199
1121.0,8.4776,75.7586,36.3511,3.3536,0.8482,0.0837,0.0744,0.0000,0.0000,-16.8931,1903.7778
1121.1,10.4084,75.1824,35.7878,3.2199,0.8143,0.0802,0.0725,0.0000,0.0000,-16.1545,1217.6687
1121.2,6.3923,73.0947,34.3289,3.0369,0.7681,0.0785,0.0680,0.0000,-1.0000,-19.4580,1621.7793
1121.3,7.3699,72.5425,33.3648,2.8791,0.7282,0.0772,0.0639,0.0000,0.0000,-21.3357,1401.0173
1121.4,5.5128,72.9730,32.5516,2.8792,0.7282,0.0770,0.0605,0.0000,0.0000,-19.0245,3490.5794
1121.5,5.4879,72.9446,32.2730,2.8553,0.7221,0.0783,0.0586,0.0000,0.0000,-13.4165,1212.0787
1121.6,7.7105,72.7117,32.1826,2.9030,0.7342,0.0762,0.0593,0.0000,0.0000,-18.6090,1445.8134
1121.7,5.4284,72.4769,32.1898,2.9390,0.7433,0.0782,0.0621,0.0000,0.0000,-16.8808,947.0484
1121.8,6.7662,72.4286,32.1079,2.8991,0.7332,0.0826,0.0639,0.0000,0.0000,-20.3069,3078.4092
1121.9,5.2629,72.5194,32.3262,2.8667,0.7250,0.0906,0.0671,0.0000,0.0000,-17.9835,2668.2385
1122.0,5.2537,72.5659,32.5250,2.8974,0.7328,0.1014,0.0699,0.0000,0.0000,-15.7479,1392.7711
1122.1,7.1981,72.6154,32.6277,2.8853,0.7297,0.1146,0.0727,0.0000,0.0000,-18.8457,1355.5898
1122.2,5.2438,72.4130,32.6332,2.9237,0.7394,0.1298,0.0762,0.0000,0.0000,-21.7897,1414.3003
1122.3,6.6856,72.0532,32.6478,2.9383,0.7431,0.1466,0.0819,0.0000,0.0000,-18.6533,952.6093
1122.4,5.2360,71.7133,32.8519,2.9541,0.7471,0.1652,0.0892,0.0000,0.0000,-13.4836,1301.1464
1122.5,5.5579,71.4938,33.0642,2.9319,0.7415,0.1837,0.1096,0.0000,0.0000,-17.5157,1112.3017
1122.6,7.5162,70.9608,33.2292,2.9718,0.7516,0.2040,0.1447,0.0000,0.0000,-18.0867,1564.5505
1122.7,5.4338,71.3430,33.3015,3.0321,0.7668,0.2248,0.1932,0.0000,0.0000,-19.1294,1661.8555
1122.8,6.9968,71.5268,33.4025,3.0560,0.7729,0.2470,0.2538,0.0000,0.0000,-20.4309,3317.4281
1122.9,5.5739,71.8361,33.5951,3.1626,0.7998,0.2727,0.3227,0.0000,0.0000,-16.2820,1086.8823
1123.0,44.1791,72.1142,33.4062,3.1409,0.7944,0.3005,0.3168,0.0000,0.0000,-19.7484,944.9476
1123.1,2.9866,48.2693,33.7478,8.4744,1.3648,0.3319,0.3139,-5.0000,-8.0000,-20.8593,1087.8664
1123.2,2.5210,49.4781,33.6869,8.4991,1.0027,0.2935,0.3138,0.0000,0.0000,-18.2954,954.9055
1123.3,3.1386,50.5485,33.9452,8.4779,0.9988,0.2572,0.3173,0.0000,0.0000,-14.0917,1808.3602
1123.4,4.2674,51.4097,33.8795,8.5895,1.0053,0.2238,0.2358,0.0000,0.0000,-15.7347,1257.9521
1123.5,4.5800,52.4959,34.4929,8.6805,1.0053,0.1929,0.1623,0.0000,0.0000,-18.7585,1811.4469
1123.6,7.0916,53.3143,34.7651,8.8037,1.0070,0.1647,0.1006,0.0000,0.0000,-19.9938,873.7947
1123.7,5.0621,54.7268,35.8518,9.0017,1.0125,0.1410,0.0546,0.0000,0.0000,-22.1719,983.6861
1123.8,5.7963,55.5896,36.1708,9.1765,1.0213,0.1206,0.0278,0.0000,0.0000,-13.3190,968.0310
1123.9,6.7758,56.5458,37.0097,9.2813,1.0317,0.1029,0.0193,0.0000,0.0000,-13.9238,348.3228
1124.0,5.1586,57.3280,37.8360,9.2005,1.0215,0.0885,0.0185,0.0000,0.0000,-17.8416,338.4243
1124.1,9.1739,57.5574,37.7499,9.2202,1.0224,0.0771,0.0191,0.0000,0.0000,-17.9381,2261.5738
1124.2,6.3147,57.5090,37.3590,9.2056,1.0200,0.0689,0.0213,0.0000,0.0000,-16.4972,516.2858
1124.3,5.3560,57.5706,37.0776,9.1446,1.0112,0.0642,0.0254,0.0000,0.0000,-19.0428,384.9398
1124.4,9.2757,57.4349,36.7685,9.1075,1.0031,0.0620,0.0295,0.0000,0.0000,-21.2885,1571.2331
1124.5,5.0503,57.2705,36.1492,9.0231,0.9913,0.0632,0.0350,0.0000,0.0000,-16.6765,781.4294
1124.6,10.5420,57.4084,36.1404,9.0263,0.9904,0.0659,0.0399,0.0000,0.0000,-16.8758,616.3702
1124.7,8.0359,57.6564,35.9333,9.0126,0.9869,0.0716,0.0448,0.0000,0.0000,-14.9622,1636.3452
1124.8,6.3499,57.8502,35.4328,8.9782,0.9803,0.0761,0.0491,0.0000,0.0000,-15.7255,569.8778
1124.9,11.9225,58.0401,35.6457,8.9912,0.9800,0.0805,0.0513,0.0000,0.0000,-20.5834,796.0615
1125.0,6.4642,59.2446,36.2761,9.0602,0.9867,0.0863,0.0536,0.0000,0.0000,-27.8343,1488.6911
1125.1,13.0833,59.8215,36.3514,9.1201,0.9926,0.0908,0.0535,0.0000,0.0000,-31.7054,2477.8757
1125.2,10.8679,61.2562,36.9304,9.2846,1.0098,0.0962,0.0529,0.0000,0.0000,-30.9237,2904.8425
1125.3,9.1080,62.0813,37.4024,9.2966,1.0102,0.1000,0.0532,0.0000,0.0000,-33.0415,2784.2005
1125.4,14.9942,62.4536,37.7325,9.3836,1.0190,0.1035,0.0557,0.0000,1.0000,-35.0772,2708.2961
1125.5,10.9770,63.2670,37.7418,9.2194,1.0004,0.1088,0.0579,0.0000,0.0000,-33.0319,2847.9899
1125.6,14.0316,64.0758,38.1778,9.2116,0.9991,0.1146,0.0627,0.0000,0.0000,-15.9181,1926.4649
1125.7,12.5846,64.7943,38.3232,9.4149,1.0206,0.1203,0.0701,0.0000,0.0000,-14.4591,986.8376
1125.8,9.2688,65.4992,38.7929,9.2291,0.9972,0.1263,0.0813,0.0000,0.0000,-18.0892,1528.5786
1125.9,16.5879,65.7669,38.8472,9.4500,1.0180,0.1326,0.0892,0.0000,0.0000,-17.5643,1548.1666
1126.0,10.8650,67.8220,39.7981,9.1733,0.9874,0.1408,0.0977,0.0000,0.0000,-16.2493,1143.5402
1126.1,13.8243,69.1833,40.5187,9.0979,0.9773,0.1470,0.1052,0.0000,0.0000,-13.8522,1073.3333
1126.2,13.9113,70.5318,41.9874,9.3469,1.0018,0.1534,0.1106,0.0000,0.0000,-17.0436,1224.5859
1126.3,11.6208,72.3678,43.0973,9.1872,0.9833,0.1560,0.1105,0.0000,0.0000,-17.2813,1317.8138
1126.4,15.2701,73.9904,44.1244,9.3210,0.9968,0.1550,0.1082,0.0000,0.0000,-18.7672,1235.1408
1126.5,11.7393,76.5894,45.3956,9.3868,1.0019,0.1532,0.1030,0.0000,0.0000,-18.7887,2142.2320
1126.6,14.7769,77.7065,46.2217,9.1889,0.9791,0.1497,0.0959,0.0000,0.0000,-15.1814,1526.2858
1126.7,14.2586,78.8723,46.9687,9.3964,1.0005,0.1475,0.0873,0.0000,0.0000,-16.7107,1220.9207
1126.8,12.8293,81.2776,48.0279,9.3388,0.9929,0.1449,0.0785,-1.0000,1.0000,-18.2272,1670.4278
1126.9,16.1133,83.1227,49.0273,9.6048,1.0183,0.1421,0.0750,0.0000,0.0000,-20.6245,3285.7142
1127.0,14.0565,84.6829,49.0837,9.6070,1.0138,0.1405,0.0719,0.0000,0.0000,-15.0220,1725.6653
1127.1,15.4898,85.4584,48.8913,9.3550,0.9843,0.1373,0.0713,0.0000,0.0000,-17.2368,1801.3797
1127.2,15.5223,85.8108,49.0966,9.8898,1.0350,0.1335,0.0712,0.0000,1.0000,-17.7661,1713.0972
1127.3,15.4963,86.1068,49.1673,9.5031,0.9893,0.1302,0.0717,1.0000,1.0000,-17.1799,1221.3699
1127.4,19.0758,86.4117,48.9462,9.9971,1.0273,0.1267,0.0734,0.0000,0.0000,-18.9078,1383.8571
1127.5,17.5093,88.1582,49.6467,9.9385,1.0066,0.1226,0.0707,-1.0000,1.0000,-14.3352,1206.5642
1127.6,17.6325,90.1878,49.9438,9.5053,0.9588,0.1176,0.0693,-1.0000,1.0000,-18.2610,1455.4050
1127.7,19.3533,90.7952,50.6161,10.2632,1.0296,0.1097,0.0666,-1.0000,1.0000,-21.6775,1541.2632
1127.8,18.7911,92.6636,51.8999,9.8565,0.9747,0.1023,0.0633,-1.0000,1.0000,-20.3672,1349.7637
1127.9,21.3416,92.9791,52.2372,10.5228,1.0271,0.0944,0.0563,-1.0000,1.0000,-15.8918,2004.5699
1128.0,21.7027,93.8251,51.3669,10.4057,1.0069,0.0867,0.0490,-1.0000,1.0000,-17.5351,1335.6825
1128.1,24.0222,93.6261,51.4828,10.2278,0.9774,0.0786,0.0422,-2.0000,2.0000,-20.8123,1914.9005
1128.2,18.9081,94.1911,51.6753,11.0002,1.0418,0.0719,0.0359,-2.0000,2.0000,-19.2637,1096.8832
1128.3,22.0912,95.0044,52.3769,10.6554,1.0029,0.0669,0.0326,-1.0000,1.0000,-22.8332,1188.8295
1128.4,22.9099,95.0481,53.3778,11.1473,1.0413,0.0622,0.0319,-1.0000,1.0000,-14.9487,1279.3077
1128.5,21.2854,95.3365,53.1206,10.9724,1.0100,0.0576,0.0365,-1.0000,2.0000,-19.1592,1197.0035
1128.6,24.0138,95.2845,52.2036,10.5945,0.9643,0.0540,0.0414,-1.0000,1.0000,-24.6491,1837.1481
1128.7,15.9915,95.3512,52.1105,11.0207,1.0009,0.0510,0.0481,-1.0000,2.0000,-23.7102,1680.4990
1128.8,21.5233,96.1030,51.6500,10.7549,0.9739,0.0466,0.0553,0.0000,1.0000,-17.7400,2201.5438
1128.9,23.2883,95.3608,50.1801,11.3824,1.0277,0.0428,0.0595,-1.0000,1.0000,-15.5897,1890.3001
1129.0,17.3452,95.3464,50.3913,11.0654,0.9954,0.0392,0.0540,-1.0000,2.0000,-21.5786,1601.9721
1129.1,24.5753,96.5668,51.2477,11.0860,0.9946,0.0357,0.0450,0.0000,1.0000,-16.3029,1413.4426
1129.2,17.6574,98.0874,52.5719,11.4876,1.0306,0.0325,0.0361,-1.0000,2.0000,-17.2223,1096.0224
1129.3,20.4304,98.4437,52.0921,11.2188,1.0032,0.0301,0.0297,0.0000,1.0000,-15.5163,2132.5897
1129.4,25.1771,97.5649,51.5669,11.5142,1.0296,0.0287,0.0268,-1.0000,1.0000,-16.6109,1624.7524
1129.5,14.8582,95.6502,50.9985,12.1135,1.0788,0.0280,0.0282,-1.0000,2.0000,-18.9625,1838.8947
1129.6,25.9835,95.3729,50.8495,11.7817,1.0493,0.0276,0.0315,0.0000,1.0000,-21.1512,1595.8568
1129.7,17.5073,94.9655,50.8755,12.1974,1.0863,0.0288,0.0374,0.0000,2.0000,-21.2461,1750.4605
1129.8,21.6953,95.4736,50.9337,12.0284,1.0713,0.0307,0.0417,0.0000,1.0000,-14.7683,1212.1417
1129.9,24.2676,95.4868,50.9644,12.2970,1.0952,0.0341,0.0427,0.0000,1.0000,-18.1176,1242.9020
1130.0,16.8812,93.1663,48.7626,12.3142,1.0967,0.0383,0.0414,0.0000,2.0000,-17.0130,1069.7301
1130.1,24.8615,92.1221,47.9758,12.3049,1.0959,0.0426,0.0419,0.0000,1.0000,-18.8702,1394.8164
1130.2,20.7801,90.5275,46.6945,12.2731,1.0931,0.0480,0.0418,0.0000,2.0000,-17.9165,2633.5266
1130.3,17.6001,90.5853,45.9319,12.2095,1.0874,0.0541,0.0426,0.0000,1.0000,-14.9008,1003.5803
1130.4,24.8918,90.1590,46.0725,12.3279,1.0979,0.0613,0.0448,0.0000,1.0000,-17.4861,1154.7044
1130.5,17.5010,88.8831,45.1215,11.9071,1.0605,0.0696,0.0493,0.0000,2.0000,-19.1001,1924.3288
1130.6,23.6408,87.8331,44.7992,11.9218,1.0618,0.0775,0.0546,0.0000,1.0000,-18.3744,1557.2750
1130.7,18.7168,85.9051,44.2344,11.8440,1.0549,0.0853,0.0610,0.0000,2.0000,-14.5156,1517.3502
1130.8,18.2566,85.2378,43.8516,11.5870,1.0320,0.0918,0.0679,0.0000,1.0000,-17.4765,2044.2846
1130.9,22.8965,84.8058,43.8319,11.8130,1.0521,0.0986,0.0744,0.0000,1.0000,-17.0230,1583.0422
1131.0,17.1633,83.2172,43.0289,11.4199,1.0171,0.1048,0.0818,0.0000,2.0000,-16.7401,1004.3814
1131.1,22.1348,82.8402,43.0229,11.3754,1.0131,0.1099,0.0860,0.0000,1.0000,-16.5020,1457.8798
1131.2,18.6054,81.9712,42.5992,11.5408,1.0278,0.1156,0.0879,0.0000,2.0000,-13.3091,1060.7588
1131.3,18.2942,81.2749,42.0309,11.2796,1.0046,0.1207,0.0857,0.0000,1.0000,-16.9162,1156.4542
1131.4,22.6689,80.0661,41.6084,11.5050,1.0247,0.1258,0.0805,0.0000,1.0000,-23.4534,1371.5022
1131.5,18.9898,78.3687,40.8864,11.1455,0.9967,0.1306,0.0750,0.0000,2.0000,-21.2357,1354.3253
1131.6,20.1463,78.1960,40.9365,10.8818,0.9731,0.1350,0.0728,0.0000,2.0000,-14.4923,1904.4499
1131.7,18.9763,77.3503,40.8229,11.3021,1.0107,0.1405,0.0742,0.0000,2.0000,-16.9686,1093.4311
1131.8,16.2698,77.0677,40.0382,10.8933,0.9838,0.1454,0.0777,0.0000,2.0000,-18.1744,1672.7316
1131.9,22.2296,76.2598,39.0950,11.2375,1.0266,0.1511,0.0843,0.0000,1.0000,-17.7022,1083.5440
1132.0,17.5444,74.2416,36.9937,10.9996,1.0103,0.1567,0.0932,0.0000,2.0000,-20.8268,977.3336
1132.1,18.4560,73.6671,36.1520,10.5852,0.9862,0.1608,0.1014,0.0000,1.0000,-14.0318,970.9980
1132.2,16.0847,71.1627,34.3613,10.5672,0.9991,0.1663,0.1097,0.0000,2.0000,-17.3226,993.4253
1132.3,15.7216,69.2331,32.9027,10.1571,0.9779,0.1687,0.1180,0.0000,1.0000,-18.5444,1641.4013
1132.4,19.0444,67.5985,31.5597,10.2053,1.0024,0.1696,0.1278,0.0000,1.0000,-21.8583,1760.0141
1132.5,14.3415,65.6688,29.2785,10.0067,0.9925,0.1686,0.1318,0.0000,2.0000,-17.0302,2093.8718
1132.6,17.3058,64.3077,28.1461,9.7490,0.9870,0.1652,0.1330,0.0000,1.0000,-15.3224,897.6024
1132.7,14.6630,63.1887,26.6399,9.6875,0.9968,0.1597,0.1328,0.0000,2.0000,-19.2317,1258.3223
1132.8,13.5979,63.0911,26.6795,9.4263,0.9823,0.1528,0.1328,0.0000,1.0000,-16.2349,1012.6044
1132.9,17.2854,62.6358,26.5744,9.5049,1.0041,0.1457,0.1281,0.0000,1.0000,-21.0689,1076.6083
1133.0,12.7007,60.9763,24.9716,9.3590,0.9928,0.1397,0.1197,0.0000,2.0000,-14.7249,1644.5276
1133.1,14.1845,60.1088,25.2118,9.2278,0.9825,0.1310,0.1100,0.0000,1.0000,-16.1356,961.2455
1133.2,12.4427,59.4655,26.0005,9.4282,1.0145,0.1232,0.1030,0.0000,1.0000,-21.0751,1322.6545
1133.3,11.1071,59.0235,26.6976,9.1799,0.9974,0.1148,0.0908,0.0000,1.0000,-23.2503,1811.4719
1133.4,13.6912,58.7175,27.1706,9.1485,0.9983,0.1087,0.0773,0.0000,1.0000,-19.7384,2054.8843
1133.5,11.7447,57.8155,27.4610,8.8927,0.9858,0.1046,0.0653,0.0000,1.0000,-13.5312,1502.7097
1133.6,11.0639,56.6406,26.9263,8.5656,0.9813,0.1007,0.0565,0.0000,1.0000,-15.6237,1092.6959
1133.7,10.6091,55.7220,26.4623,8.4603,0.9938,0.0985,0.0521,0.0000,1.0000,-15.0392,1011.1797
1133.8,9.1467,56.0536,27.7920,8.3177,0.9839,0.0987,0.0532,0.0000,1.0000,-18.2081,2638.2071
1133.9,11.5736,56.4119,28.2844,8.4383,0.9981,0.1013,0.0593,0.0000,1.0000,-15.6903,2187.1464
1134.0,8.7668,56.5535,27.9047,8.3045,0.9829,0.1066,0.0679,0.0000,1.0000,-14.2078,1483.8388
1134.1,9.4567,56.6411,28.6558,8.2906,0.9813,0.1131,0.0742,0.0000,1.0000,-17.0646,1182.1436
1134.2,8.7262,56.2101,29.1005,8.3214,0.9849,0.1198,0.0794,0.0000,1.0000,-18.7261,1460.6701
1134.3,8.2849,55.8942,29.4522,8.1742,0.9675,0.1244,0.0839,0.0000,1.0000,-19.3366,2857.2957
1134.4,9.3397,55.5326,29.6824,8.1081,0.9597,0.1266,0.0864,0.0000,1.0000,-14.0818,1314.9773
1134.5,8.0358,55.1675,30.2451,8.0677,0.9549,0.1265,0.0860,0.0000,1.0000,-18.2626,1565.9766
1134.6,9.8937,55.2427,31.1958,8.0142,0.9485,0.1222,0.0824,0.0000,1.0000,-19.2434,1453.0034
1134.7,6.4850,55.4917,32.2277,8.1273,0.9619,0.1163,0.0792,0.0000,1.0000,-20.1837,1063.1901
1134.8,7.4081,55.4426,32.3541,7.9992,0.9468,0.1081,0.0736,0.0000,0.0000,-19.1036,1690.5589
1134.9,7.7787,55.2598,32.2739,8.0343,0.9509,0.1018,0.0661,0.0000,0.0000,-13.5522,950.9246
1135.0,6.1026,54.5113,32.2278,8.0635,0.9544,0.0955,0.0569,0.0000,0.0000,-17.3766,1006.6232
1135.1,7.8589,53.9562,32.5405,8.1043,0.9592,0.0883,0.0497,0.0000,0.0000,-20.9454,1151.3154
1135.2,4.4307,54.1674,33.1786,8.1152,0.9605,0.0816,0.0436,0.0000,0.0000,-21.5039,1280.0606
1135.3,5.8960,54.1506,33.2088,8.1518,0.9648,0.0753,0.0368,0.0000,0.0000,-14.6144,1721.8175
1135.4,6.8272,54.2699,33.6591,8.1971,0.9702,0.0693,0.0315,0.0000,0.0000,-17.3604,1255.1205
1135.5,4.1054,54.3669,34.0891,8.2673,0.9785,0.0636,0.0279,0.0000,0.0000,-19.1289,1587.1333
1135.6,6.9086,54.4337,34.4051,8.2156,0.9724,0.0577,0.0259,0.0000,0.0000,-19.6199,844.8509
1135.7,4.3101,55.0360,35.2030,8.3110,0.9844,0.0531,0.0242,0.0000,0.0000,-21.6338,1248.0796
1135.8,4.6510,55.3981,35.6633,8.3623,0.9929,0.0487,0.0225,0.0000,0.0000,-14.1052,818.5311
1135.9,5.9380,55.7518,36.3283,8.3653,0.9959,0.0451,0.0210,0.0000,0.0000,-17.4260,678.4242
1136.0,3.9093,56.2453,37.0785,8.4067,1.0033,0.0418,0.0196,0.0000,0.0000,-22.7171,1245.3182
1136.1,6.0459,56.4801,37.5477,8.3935,1.0036,0.0385,0.0183,0.0000,0.0000,-21.7547,1733.2317
1136.2,2.7538,56.9947,38.3951,8.4478,1.0127,0.0357,0.0168,0.0000,0.0000,-16.0074,2061.6101
1136.3,4.2411,57.1094,38.5969,8.4844,1.0198,0.0329,0.0152,0.0000,0.0000,-15.4709,864.6197
1136.4,4.4603,57.2715,39.1202,8.4500,1.0161,0.0305,0.0140,0.0000,0.0000,-20.3237,2378.9830
1136.5,3.5100,57.6342,39.7025,8.5238,1.0260,0.0279,0.0125,0.0000,0.0000,-18.9051,1419.6884
1136.6,4.8382,57.8808,40.0333,8.5155,1.0259,0.0239,0.0112,0.0000,0.0000,-20.3704,3676.5428
1136.7,2.6088,58.3450,40.6565,8.5502,1.0315,0.0232,0.0100,0.0000,0.0000,-13.9371,1811.1745
1136.8,3.3367,58.5491,40.8698,8.5558,1.0381,0.0259,0.0088,0.0000,0.0000,-15.1739,920.9998
1136.9,4.1141,58.8838,41.1754,8.5828,1.0414,0.0322,0.0077,0.0000,0.0000,-19.0042,1128.7150
1137.0,1.8727,59.1872,41.6971,8.6236,1.0464,0.0416,0.0066,0.0000,0.0000,-19.2763,1723.6857
1137.1,3.5711,59.2396,41.8351,8.6403,1.0484,0.0546,0.0056,0.0000,0.0000,-15.9625,1464.1377
1137.2,1.7478,59.4363,42.1315,8.5851,1.0417,0.0706,0.0048,0.0000,0.0000,-14.1071,834.9978
1137.3,1.9502,59.6170,42.2783,8.6802,1.0532,0.0898,0.0041,0.0000,0.0000,-19.9718,975.7722
1137.4,2.8573,59.7272,42.4517,8.7143,1.0574,0.1130,0.0123,0.0000,0.0000,-18.6745,866.3936
1137.5,0.9709,59.9280,42.6830,8.7130,1.0572,0.1397,0.0416,0.0000,0.0000,-20.6744,1052.2282
1137.6,1.8816,59.9026,42.8101,8.7272,1.0589,0.1702,0.0943,0.0000,0.0000,-15.9782,1984.4431
1137.7,0.8118,60.0381,42.9679,8.7286,1.0591,0.2033,0.1686,0.0000,0.0000,-14.4775,1393.1664
1137.8,0.8169,60.0904,43.0667,8.8103,1.0690,0.2397,0.2578,0.0000,0.0000,-16.8948,1325.7273
1137.9,1.7027,60.0375,43.1703,8.8176,1.0699,0.2789,0.3521,0.0000,0.0000,-18.0554,1080.8329
1138.0,42.2588,58.8010,43.6989,8.7953,1.0672,0.3204,0.3538,0.0000,0.0000,-17.6143,1148.9607
1138.1,0.0266,55.2255,31.7635,5.8336,0.8188,0.3620,0.3550,7.0000,-10.0000,-13.8843,1072.2411
1138.2,0.0894,55.2451,31.7735,5.8375,0.9685,0.3190,0.3573,0.0000,0.0000,-18.4974,2445.4813
1138.3,0.4554,55.3032,31.7781,5.8464,0.9723,0.2768,0.3591,0.0000,0.0000,-17.5816,1406.6407
1138.4,0.1487,55.6467,31.8110,5.8933,0.9837,0.2363,0.2681,0.0000,0.0000,-16.7171,1175.6611
1138.5,0.9769,55.7557,31.7951,5.9079,0.9889,0.1985,0.1811,0.0000,0.0000,-15.5079,1681.6505
1138.6,1.2820,56.3986,31.7448,5.9708,1.0025,0.1632,0.1074,0.0000,0.0000,-13.9246,672.8693
1138.7,3.3447,56.8609,31.8165,6.0052,1.0136,0.1317,0.0523,0.0000,0.0000,-15.8259,693.7348
1138.8,2.7980,57.2480,31.8898,6.0339,1.0226,0.1042,0.0189,0.0000,0.0000,-18.4231,1473.1828
1138.9,5.6463,57.4020,31.9001,6.0210,1.0257,0.0814,0.0077,0.0000,0.0000,-19.0995,1225.2887
1139.0,5.3415,57.6155,32.1119,5.9773,1.0232,0.0631,0.0108,0.0000,1.0000,-14.2064,1605.9179
1139.1,4.5856,57.5178,32.2468,5.9415,1.0182,0.0500,0.0160,0.0000,1.0000,-17.8669,932.0171
1139.2,7.9442,57.2890,32.3321,5.8280,0.9995,0.0428,0.0236,0.0000,1.0000,-16.9455,1495.3495
1139.3,5.5434,56.6227,32.3265,5.7255,0.9911,0.0423,0.0343,0.0000,1.0000,-18.8478,673.3868
1139.4,8.4435,55.9722,32.0858,5.6368,0.9922,0.0478,0.0467,0.0000,1.0000,-20.0980,1129.1125
